Minimum Temperature,Maximum Temperature,Temperature,Dew Point,Relative Humidity,Global_active_power,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3,Space_heating,Appliances,Lighting
42.0,44.2,43.1,39.5,86.92,1669.54,7104.4,2114.0,356.0,8428.0,10832.273333333333,15668.556333333334,646.4047333333333
46.8,48.0,47.4,38.8,71.82,1518.31,6392.6,0.0,295.0,8089.0,10814.683333333332,13675.445333333333,124.78483333333334
45.5,48.7,47.3,42.1,82.07,1950.564,8276.0,940.0,1921.0,9563.0,12835.467999999999,18262.7555,590.2991999999999
39.6,42.8,40.8,33.9,76.33,2102.276,8769.6,2050.0,2838.0,10293.0,12723.018666666667,20549.916466666666,983.5602666666666
40.7,48.0,45.1,35.2,68.23,2184.714,9211.4,2562.0,2955.0,10128.0,13280.598,21162.7752,1128.3591
36.7,45.4,40.8,34.6,78.93,1692.016,7101.8,1018.0,297.0,8930.0,11489.465333333334,15613.448033333334,377.3981333333333
35.1,35.9,35.5,33.1,91.08,1987.798,8419.8,2009.0,1856.0,12138.0,11104.239333333333,20642.938433333333,826.2072333333333
42.1,47.1,44.8,40.5,85.24,1900.498,8035.4,2530.0,3615.0,7568.0,11439.139333333333,18269.662933333333,1196.4568333333332
40.1,42.0,40.8,38.9,92.81,1604.622,6744.6,1300.0,291.0,9299.0,10201.254,15523.123599999999,434.54269999999997
47.7,52.1,50.0,41.0,71.22,2005.208,8325.0,1109.0,1723.0,13417.0,11182.782666666666,21134.471166666666,589.7934666666666
41.0,49.8,45.0,39.6,81.56,2346.948,9927.2,1076.0,2360.0,11599.0,15394.056,22039.2968,703.0888
39.6,39.7,39.6,38.1,94.11,1933.368,8142.4,3182.0,2257.0,6049.0,13097.536,16956.5169,1183.667
39.7,48.0,43.8,36.8,76.4,1514.404,6301.8,0.0,251.0,10345.0,9493.121333333333,15162.577833333333,107.40653333333333
44.6,47.6,46.0,44.0,92.64,2126.916,8956.4,1881.0,4711.0,11200.0,11395.092,22245.5261,1186.628
47.2,51.7,49.8,48.1,93.76,2253.79,9516.0,3655.0,5516.0,7704.0,13134.823333333334,21763.068033333333,1742.1540333333332
42.8,49.2,45.5,37.0,72.32,1633.85,6895.4,0.0,307.0,8523.0,11749.436666666666,14587.128066666666,133.81756666666666
40.9,41.5,41.2,39.6,94.05,1732.564,7279.6,1167.0,1985.0,10101.0,10090.341333333334,17611.20503333333,631.8199333333333
40.7,54.7,49.2,41.1,74.85,1833.97,7781.8,1684.0,2250.0,10040.0,10688.743333333334,18478.006633333334,798.2860333333333
40.0,50.7,45.0,36.6,73.06,1263.008,5240.0,754.0,332.0,11447.0,5738.502666666666,14958.820466666666,270.8752666666667
47.1,53.7,49.7,44.2,81.74,504.488,2096.0,0.0,321.0,1856.0,3937.5426666666667,4101.092966666667,74.87586666666667
40.7,41.0,40.9,38.7,91.77,507.12,2101.0,0.0,295.0,2013.0,3889.8,4207.3875,70.899
40.6,49.9,43.3,40.5,89.74,566.72,2353.2,0.0,326.0,2969.0,3931.9666666666667,5188.345866666667,75.15286666666667
42.1,44.1,43.0,41.4,93.87,509.18399999999997,2112.4,0.0,281.0,2028.0,3911.108,4220.8234999999995,69.1592
41.3,47.5,44.5,36.8,75.47,1333.348,5576.6,0.0,3773.0,8062.0,6762.709333333333,14581.319033333333,565.8199333333333
33.2,49.8,42.3,33.9,73.22,1141.876,4719.8,0.0,1287.0,2724.0,9421.525333333333,8586.110433333333,250.39073333333332
39.7,41.1,40.4,36.6,86.06,1162.226,4932.0,0.0,5244.0,2565.0,7270.688666666667,10748.957166666667,772.0399666666666
39.7,51.8,45.8,38.1,75.46,1040.55,4287.6,0.0,2207.0,1755.0,8366.11,7895.7844000000005,367.49589999999995
38.4,48.9,44.4,38.0,78.78,1668.99,7009.4,1249.0,2443.0,9415.0,9496.49,17096.0134,709.5413
38.7,57.0,51.5,32.6,50.91,2037.208,8598.0,1145.0,9797.0,5529.0,11060.289333333334,20377.488833333333,1699.7697333333333
37.6,57.6,48.2,36.4,65.43,2503.208,10389.0,1082.0,372.0,6965.0,20925.302666666666,18634.186066666665,479.88166666666666
41.8,45.8,43.8,36.3,74.89,1862.956,7836.0,1235.0,3471.0,9033.0,11093.685333333333,18417.267233333332,859.1595333333333
43.2,69.6,58.2,37.4,48.41,2248.66,9487.2,6286.0,346.0,8435.0,14232.013333333332,20564.040733333335,1685.4193333333333
46.0,57.8,52.3,40.9,65.63,1560.458,6611.2,2607.0,333.0,4155.0,11892.032666666666,12395.317266666667,772.8973666666666
46.6,60.4,54.8,43.7,67.29,1618.686,6786.0,2009.0,368.0,8660.0,10229.882,15517.7451,617.6123
46.1,60.9,54.0,38.5,57.0,2200.042,9312.4,1271.0,3901.0,12936.0,12024.247333333333,23099.27013333333,932.7118333333333
44.1,48.7,46.4,40.1,78.46,1774.232,7448.0,1120.0,2374.0,11042.0,9763.090666666667,18662.266866666665,670.4474666666666
45.2,66.7,57.2,43.7,63.26,1675.514,7116.0,3263.0,3590.0,5464.0,9895.664666666667,15961.380566666667,1359.2555666666667
46.1,50.1,48.2,42.7,81.34,2210.22,9282.6,980.0,3881.0,14476.0,11429.039999999999,24059.6717,854.0361999999999
44.3,64.1,57.1,44.9,65.41,1576.3,6697.0,2550.0,502.0,5910.0,10968.393333333333,13737.961733333334,774.0607333333334
44.6,50.1,47.4,42.8,84.08,1801.96,7629.6,2394.0,566.0,11286.0,10239.173333333334,18546.820333333333,737.2857333333333
46.9,47.3,47.1,44.1,89.22,1706.9180000000001,7210.0,236.0,6651.0,9346.0,7947.532666666667,19104.139666666666,1024.2451666666666
46.6,60.4,53.5,43.0,68.6,1917.566,8023.6,1156.0,4019.0,12544.0,9330.828666666666,21354.574866666666,899.2667666666666
45.0,57.6,51.2,41.3,69.55,1308.448,5508.8,2110.0,411.0,6154.0,8388.289333333334,12245.048633333334,633.9485333333333
48.5,56.2,52.7,40.4,64.74,1253.2740000000001,5269.8,1107.0,478.0,6670.0,8099.198,11899.0183,397.04769999999996
46.4,51.3,48.0,40.6,76.03,2066.442,8695.0,2171.0,4778.0,13275.0,9345.354,23499.2337,1248.9659
38.6,41.7,40.2,34.9,81.34,2053.516,8669.2,3322.0,588.0,12405.0,11600.565333333334,21056.208533333334,976.2185333333333
37.6,50.9,45.9,33.0,62.23,2325.99,9778.4,6279.0,2112.0,13878.0,10783.57,25630.7887,1894.6831
41.1,42.1,41.6,38.6,89.03,1974.6680000000001,8285.6,1131.0,5988.0,7008.0,11926.482666666667,18962.767066666667,1184.0930666666666
39.9,51.4,45.9,32.5,60.86,2015.856,8453.6,2246.0,3677.0,13494.0,9331.732,22811.7703,1117.0392
38.6,42.4,40.5,34.7,79.9,1633.472,6858.8,2547.0,3831.0,7547.0,8547.590666666667,16970.187166666667,1206.6914666666667
41.7,59.7,52.9,31.0,44.41,1370.8220000000001,5703.6,0.0,356.0,9022.0,8711.680666666667,13563.072766666666,115.83236666666666
46.2,57.1,51.4,35.4,54.49,1885.424,7889.8,2325.0,3605.0,11581.0,9089.134666666667,20819.140966666666,1125.0746666666666
51.2,65.0,60.6,39.1,45.58,2471.15,10381.4,5153.0,375.0,17240.0,12108.656666666666,27235.232266666666,1394.3125666666665
49.5,63.4,58.0,44.3,61.27,2146.392,9039.6,5045.0,1315.0,9769.0,12570.164,20912.9749,1502.25
48.7,57.0,52.7,45.3,76.15,1377.57,5768.6,1091.0,411.0,9387.0,7859.19,14356.8864,381.22549999999995
50.6,67.2,60.6,46.2,60.26,2129.052,8931.6,1079.0,6657.0,14515.0,8785.184,25218.5341,1234.8306
55.2,62.7,59.4,46.2,61.73,1691.672,7211.0,1106.0,3674.0,7989.0,9883.390666666666,16857.635066666666,846.0632666666667
53.1,56.1,54.7,47.2,75.85,1128.756,4724.4,0.0,422.0,6901.0,7399.592,10880.0806,114.92439999999999
44.4,63.3,55.5,44.5,68.74,1631.918,6806.0,2133.0,775.0,13246.0,7377.5126666666665,18978.63986666667,678.6705666666667
55.4,59.0,56.9,52.3,84.75,1970.762,8330.2,2929.0,874.0,13644.0,10093.160666666667,21443.630166666666,907.1951666666666
53.7,71.9,62.8,52.6,71.87,1696.318,7122.8,1124.0,2615.0,7552.0,10830.279333333334,16014.426733333334,713.9750333333333
45.9,52.8,49.6,39.7,69.32,1538.838,6457.2,2420.0,672.0,9466.0,8494.006,15990.2745,744.5489
44.1,61.0,54.7,39.1,57.91,2657.516,11087.2,2752.0,10713.0,17519.0,8951.678666666667,33004.17136666667,2193.8358666666663
45.9,64.2,56.1,40.4,56.86,1218.852,5073.0,0.0,376.0,9003.0,7139.9439999999995,12758.1976,105.88719999999999
47.3,52.2,49.5,44.5,82.91,1477.746,6199.8,3261.0,457.0,6527.0,9179.222,13924.5918,925.9346999999999
46.1,63.0,56.2,42.5,62.03,1877.664,7851.8,1802.0,491.0,14522.0,9558.108,20842.4329,576.7968
47.5,54.5,50.6,43.4,76.28,2800.014,11834.2,7076.0,2499.0,15225.0,14166.478,29612.2408,2167.7511
47.3,60.9,56.0,39.8,56.49,2232.986,9434.6,2554.0,5942.0,13007.0,10262.608666666667,25002.124566666665,1507.9787666666666
42.4,54.5,49.2,35.0,58.99,1589.5819999999999,6630.2,0.0,425.0,11197.0,9667.920666666667,16233.402066666667,132.24016666666665
42.3,49.9,46.0,33.0,60.69,1670.406,7069.8,1174.0,3998.0,9874.0,8327.302,18232.2591,893.5453
44.0,67.6,57.6,32.3,39.82,1489.064,6215.2,838.0,403.0,11322.0,8050.814666666666,16144.067166666668,319.6286666666667
51.5,55.6,53.5,40.6,62.02,1395.862,5910.2,1719.0,417.0,8638.0,8089.547333333333,14224.683933333334,536.6204333333333
43.9,56.7,51.8,35.9,55.56,1862.39,7859.0,2174.0,3832.0,10921.0,9186.796666666667,20306.93536666667,1120.3297666666665
48.2,60.8,53.8,39.1,58.65,2253.71,9556.0,4319.0,2457.0,14722.0,10548.456666666667,25147.804866666665,1463.6157666666666
51.1,53.0,52.0,45.1,77.26,1791.418,7575.2,1030.0,4544.0,10401.0,9022.859333333334,19464.548233333335,938.3866333333333
52.5,67.0,60.6,46.0,60.46,1164.156,4902.0,0.0,2673.0,6788.0,6435.312,12221.0053,413.77059999999994
49.0,62.7,55.5,50.1,83.16,1627.676,6872.4,971.0,5093.0,10603.0,6909.898666666667,19010.76916666667,981.7300666666666
54.3,61.4,58.2,48.4,70.27,1357.328,5713.2,1380.0,492.0,8406.0,7989.602666666667,13755.342666666667,463.7950666666667
53.9,54.2,54.1,54.2,99.66,1043.772,4403.6,1263.0,522.0,5296.0,6607.264,9951.9294,429.3288
48.3,51.8,49.9,47.3,90.68,1267.734,5328.0,824.0,2004.0,9400.0,5894.558,14538.7729,517.5165
47.8,52.2,49.6,47.2,91.4,903.166,3793.0,0.0,634.0,3586.0,6859.7553333333335,7553.228833333334,140.51463333333334
48.8,59.0,54.1,47.0,77.71,1008.24,4267.8,693.0,588.0,5488.0,6441.22,9679.7382,298.521
46.1,54.0,51.6,46.9,84.22,659.052,2809.0,0.0,621.0,2786.0,4809.304,5713.1861,122.46619999999999
49.9,52.1,51.0,48.6,91.37,1972.616,8309.8,1402.0,5411.0,10481.0,10080.658666666666,21113.940966666665,1155.2984666666666
50.6,57.9,53.5,50.7,89.97,1101.7259999999999,4634.8,1057.0,590.0,6653.0,6504.622,11126.017100000001,387.30809999999997
50.7,53.9,52.3,49.1,88.86,576.014,2451.4,0.0,530.0,2586.0,4123.664666666667,5088.918966666667,104.60716666666666
43.8,58.6,53.3,36.1,53.56,1497.768,6304.0,3114.0,584.0,8687.0,8145.716,15501.7362,898.509
44.4,59.0,52.8,36.9,55.96,1289.6,5473.4,996.0,541.0,6535.0,8582.626666666667,11984.855566666667,382.61966666666666
49.8,53.9,51.8,40.6,65.58,1470.97,6282.0,2196.0,2872.0,5464.0,8888.743333333334,14018.482433333333,994.2760333333333
55.2,65.5,61.0,52.3,73.49,1366.932,5756.8,1008.0,378.0,10197.0,7351.384,14796.0946,352.222
52.7,58.0,55.0,48.8,79.66,1789.98,7554.2,1354.0,5410.0,12200.0,7226.78,21294.538800000002,1119.9381999999998
52.1,57.0,55.0,48.4,78.8,1176.264,4978.8,1030.0,423.0,6649.0,7397.448,11413.9259,365.2086
56.0,62.8,59.5,48.9,69.04,2116.698,8897.0,3667.0,702.0,12717.0,11787.905999999999,21816.0609,1076.9215
52.5,52.8,52.7,48.2,84.67,1747.272,7396.0,2229.0,423.0,11904.0,9506.584,18526.6963,671.6397999999999
49.8,55.5,53.1,44.5,72.78,1909.128,8116.4,6950.0,612.0,11714.0,8245.096,21434.336,1833.5284
48.2,52.7,50.7,43.6,76.67,1610.92,6918.0,563.0,1340.0,6930.0,11446.913333333334,14196.907933333334,409.2827333333333
46.2,56.4,52.3,43.6,72.68,1524.204,6508.0,2082.0,1085.0,11959.0,6850.348,17682.7047,704.6736
46.9,59.4,53.1,46.8,80.25,1476.894,6324.2,823.0,4089.0,8370.0,7361.197999999999,16083.8942,813.4106999999999
47.7,51.3,49.5,39.8,69.48,1584.262,6787.2,2467.0,3436.0,9716.0,7075.567333333333,17931.782833333335,1120.8976333333333
49.1,65.0,58.9,42.8,56.03,1162.768,5071.8,868.0,570.0,6820.0,7168.109333333333,11467.783533333333,343.9917333333333
53.1,63.5,58.5,44.4,59.77,1648.03,7078.2,2228.0,2565.0,8955.0,8864.083333333334,17170.587933333332,958.9072333333332
58.2,74.7,69.4,48.0,47.1,1657.454,7130.2,2158.0,935.0,12472.0,7975.604666666666,18686.48606666667,711.6055666666666
58.0,73.4,67.5,48.7,52.14,1803.958,7789.6,1775.0,5355.0,8626.0,9217.219333333333,19096.898933333334,1231.8708333333332
60.6,64.9,62.8,53.1,70.89,1030.262,4420.0,1014.0,558.0,7503.0,5319.660666666667,11289.175966666668,362.67896666666667
55.7,62.8,58.0,55.2,90.4,1581.334,6742.4,1352.0,2431.0,11977.0,7048.3313333333335,18411.275733333332,712.3456333333334
53.1,57.5,55.4,51.2,85.92,1324.112,5640.0,1989.0,474.0,9251.0,6789.850666666666,14411.847666666667,599.2606666666667
51.7,60.4,57.3,49.7,76.05,976.868,4256.6,996.0,440.0,6475.0,5448.482666666667,10236.631466666668,343.60746666666665
48.6,50.2,49.4,46.8,90.66,1484.916,6276.4,0.0,1390.0,14734.0,5936.612,18609.6052,232.44099999999997
51.2,68.1,60.6,49.8,69.08,1580.176,6723.4,1027.0,569.0,12833.0,7895.825333333333,17825.361233333333,386.3897333333333
56.6,57.9,57.3,53.4,87.06,2048.504,8836.6,4307.0,8811.0,6016.0,9545.434666666666,21620.708566666668,2320.8364666666666
54.5,60.5,57.5,51.7,81.34,1289.71,5658.8,985.0,666.0,9284.0,6918.663333333333,13915.503033333334,382.6680333333333
53.8,59.2,55.8,50.5,82.56,1708.7,7354.6,0.0,5352.0,11478.0,7681.086666666666,19747.132066666665,787.1840666666666
53.6,54.9,54.2,51.4,90.3,1114.372,4824.8,3138.0,512.0,6709.0,5360.957333333334,12104.267733333334,872.7101333333333
57.9,67.0,64.4,52.4,65.55,1135.076,5005.0,1004.0,507.0,8703.0,5744.558666666667,12625.459566666666,356.34426666666667
55.2,63.3,59.4,49.2,69.43,1397.244,6052.2,0.0,3019.0,11298.0,6013.568,16703.9351,456.03979999999996
54.0,64.8,60.5,47.4,62.2,1641.47,7089.2,1764.0,2328.0,11858.0,7547.176666666666,18773.24556666667,802.4119666666667
55.1,63.9,60.3,50.7,71.39,1848.876,7809.4,1906.0,545.0,11307.0,11027.372,18582.6539,622.2887999999999
59.8,61.2,60.5,53.1,76.52,1074.012,4634.0,960.0,558.0,6341.0,6479.184,10707.553,359.29359999999997
51.9,59.7,55.8,54.7,94.14,1597.816,6975.6,2897.0,2608.0,9265.0,7723.965333333334,17433.78253333333,1117.9025333333334
50.9,59.2,55.5,45.1,68.45,1588.912,6952.0,1550.0,7682.0,6508.0,6920.277333333333,17695.743133333333,1476.3377333333333
58.2,81.9,72.4,52.4,50.2,1120.078,4892.6,1747.0,506.0,8781.0,5084.299333333333,12925.704033333333,531.2586333333334
69.0,74.4,71.2,60.9,70.2,1217.714,5287.8,1009.0,506.0,7871.0,7078.564666666667,12498.789966666667,368.44856666666664
62.6,65.2,63.9,61.5,92.11,1882.484,7966.0,2379.0,2611.0,14593.0,7894.594666666667,22329.106966666666,992.1980666666666
62.6,79.3,72.7,62.0,70.96,1542.322,6618.4,2536.0,3161.0,9732.0,6760.627333333333,17601.095133333332,1097.6508333333334
63.4,66.0,64.9,62.7,92.5,1325.698,5817.2,1967.0,2085.0,7921.0,6592.459333333333,14388.206333333334,812.1744333333332
64.1,76.0,71.5,53.5,53.54,1067.09,4615.0,907.0,585.0,8992.0,4886.196666666667,12462.441066666666,336.40076666666664
62.7,73.9,69.3,52.4,55.16,1123.206,4879.4,977.0,842.0,7566.0,6090.402,11961.9825,398.57149999999996
61.6,64.8,63.2,53.3,70.03,1259.332,5471.0,1951.0,567.0,7246.0,7249.257333333333,12742.313833333334,607.0525333333334
60.5,68.7,65.5,53.9,66.31,1874.28,8067.0,2809.0,7358.0,10531.0,6956.04,22312.1354,1736.8847999999998
55.5,62.0,58.1,51.0,77.18,1384.92,6059.2,1862.0,1011.0,10681.0,6334.599999999999,15941.759100000001,637.4318
55.2,67.4,63.9,50.2,61.84,2289.102,9754.0,6471.0,6802.0,11589.0,8703.173999999999,26530.2075,2564.0397
56.4,61.1,58.9,47.3,65.84,1303.044,5622.8,1980.0,464.0,10012.0,6142.548,14807.8286,590.2478
56.0,57.3,56.6,50.6,80.25,1145.084,4945.8,1080.0,432.0,10094.0,5040.574666666666,13615.276866666667,358.45606666666663
56.0,67.4,61.4,52.1,72.33,1893.608,8224.4,7549.0,3040.0,12687.0,5643.642666666667,23604.073066666668,2288.3658666666665
58.5,62.2,60.5,50.2,69.17,1588.0819999999999,6822.6,3411.0,1514.0,10911.0,7028.300666666667,18128.161566666666,1087.5577666666666
58.7,70.3,64.9,47.7,54.21,1676.104,7211.8,2948.0,2935.0,12417.0,6470.421333333333,20188.833233333335,1163.6967333333332
61.6,67.4,64.5,49.4,58.33,1734.254,7393.2,940.0,5823.0,12828.0,6287.324666666666,21470.07606666667,1067.8907666666667
62.8,73.8,70.0,48.4,46.67,1566.416,6730.6,4705.0,1175.0,10652.0,6362.538666666666,18222.119366666666,1350.2836666666667
61.4,71.6,66.7,51.3,58.37,1251.796,5460.4,2600.0,581.0,10124.0,5091.085333333333,14950.004233333333,748.2035333333333
59.4,71.1,65.8,51.5,61.4,1754.452,7577.6,2779.0,3489.0,14271.0,5965.997333333334,22090.115833333333,1193.4523333333332
60.3,72.1,67.5,45.0,44.98,1261.77,5631.8,2773.0,569.0,9402.0,5513.09,14582.0564,792.2097
61.7,64.9,63.3,59.1,86.28,1056.02,4624.0,921.0,572.0,8971.0,4783.366666666667,12388.751266666666,337.20686666666666
60.1,64.7,62.8,56.2,79.12,1755.152,7540.8,4159.0,2372.0,10163.0,8192.810666666666,19301.294266666668,1395.6642666666667
52.3,57.9,54.2,54.4,97.28,1208.8,5307.8,0.0,2000.0,7932.0,6650.373333333333,12865.721333333333,323.4733333333333
54.9,69.7,64.8,50.1,60.22,749.352,3356.8,955.0,535.0,3896.0,4559.824,7317.3359,340.257
60.3,68.8,65.2,51.6,61.64,804.196,3570.0,0.0,521.0,6819.0,4031.9853333333335,9163.767233333334,101.27653333333333
57.9,61.5,59.7,48.9,67.58,1215.24,5385.6,3465.0,587.0,8390.0,5179.04,13963.5339,960.3113999999999
64.7,82.5,76.3,52.9,45.32,1147.202,5140.2,962.0,650.0,7002.0,6793.8206666666665,11594.235966666667,374.63376666666665
69.9,71.0,70.4,57.5,63.79,1098.36,4814.2,958.0,2569.0,7410.0,4865.18,12660.5759,619.3452
63.0,72.4,67.6,62.3,83.27,942.02,4072.8,0.0,589.0,8302.0,4553.866666666667,10936.069966666666,114.26846666666665
64.6,66.7,65.9,61.7,86.69,1469.088,6316.6,1875.0,6754.0,8365.0,4978.896,17959.3034,1412.5988
57.6,60.0,58.8,54.1,84.43,1805.064,7717.6,4258.0,5230.0,7536.0,8398.888,19387.3114,1811.4704
58.1,64.9,60.5,54.7,81.65,983.39,4274.8,2171.0,592.0,7149.0,4302.216666666666,11329.068766666667,640.1383666666667
56.0,59.9,58.1,54.3,87.44,1126.214,4854.8,991.0,503.0,7592.0,6307.904666666666,11816.360266666667,357.54456666666664
57.1,60.2,58.7,55.7,89.82,919.318,3996.4,951.0,499.0,7352.0,4336.459333333333,10540.504933333334,331.4664333333333
58.0,63.6,60.1,56.5,88.15,1251.276,5390.6,982.0,552.0,8186.0,7230.892,12903.257,369.28499999999997
60.1,61.7,60.9,56.1,84.36,1254.216,5446.4,724.0,558.0,9251.0,6799.812,13531.633600000001,303.6398
62.4,67.4,64.4,61.9,91.71,1328.852,5832.6,4436.0,2617.0,7231.0,5164.630666666667,15314.058166666668,1472.8138666666666
56.9,63.8,60.0,55.2,84.35,1253.754,5420.0,1671.0,3164.0,7056.0,5865.278,13880.3573,881.6800999999999
60.7,75.6,71.1,56.7,60.95,1137.926,4941.6,2564.0,1995.0,6436.0,5199.108666666667,12601.425666666666,934.1103666666667
68.2,79.1,74.7,59.8,60.32,1155.86,4947.4,968.0,552.0,8585.0,6022.1866666666665,12663.900666666666,356.00946666666664
67.5,70.5,69.0,60.9,75.56,1077.062,4661.0,1537.0,2799.0,4978.0,5554.080666666667,11277.340266666666,797.5925666666666
71.8,92.5,83.5,65.6,55.73,1319.122,5798.4,1122.0,723.0,8280.0,7684.627333333333,13480.649733333334,430.19603333333333
72.7,77.6,74.3,64.7,72.21,1261.584,5381.2,1143.0,552.0,9260.0,6614.668,13757.8358,403.0598
63.8,73.3,68.5,62.7,82.16,1344.014,5788.4,2941.0,3146.0,7676.0,5662.124666666667,15327.424366666666,1185.7461666666666
61.9,63.3,62.6,59.5,89.71,941.534,4084.4,1943.0,1076.0,5457.0,4692.344666666667,10123.298766666667,654.3927666666666
63.8,67.6,66.2,60.2,80.8,1156.478,5014.2,1698.0,431.0,9189.0,5300.672666666666,13332.477066666666,510.7597666666666
63.8,68.5,65.8,62.6,89.22,740.242,3272.6,0.0,430.0,4886.0,4548.687333333333,7463.620233333333,93.67283333333333
68.9,86.1,80.0,60.8,53.43,942.63,4103.2,1233.0,454.0,6325.0,5026.07,10065.8719,399.6997
67.0,78.9,73.4,57.4,58.14,1093.45,4639.0,837.0,476.0,8344.0,5645.403333333334,12071.313433333333,310.8906333333333
65.2,67.1,66.1,59.1,78.02,865.534,3770.4,1168.0,492.0,6731.0,4010.671333333333,9926.383633333333,380.7736333333333
64.5,80.9,74.8,58.5,58.22,815.684,3592.0,0.0,948.0,6243.0,4220.034666666666,9066.799066666666,161.13626666666667
62.3,66.4,63.8,59.1,84.67,1147.396,5058.0,1063.0,858.0,8385.0,5802.105333333333,12692.491733333334,419.0423333333333
60.2,70.3,65.5,59.0,79.81,825.804,3707.0,0.0,509.0,5963.0,4759.188,8690.1451,105.7828
62.3,75.2,69.7,57.5,66.4,1166.558,5242.8,1571.0,530.0,5802.0,7386.652666666667,11084.177966666666,511.3229666666666
60.8,64.4,62.6,55.0,76.28,1299.908,5853.8,2548.0,773.0,6278.0,7732.122666666666,12674.837966666666,784.2676666666666
63.2,80.0,73.3,57.0,57.58,1392.638,6093.8,1533.0,2808.0,7588.0,7298.132666666666,14719.982966666666,811.0701666666666
63.0,66.5,64.5,56.9,76.41,739.576,3352.2,586.0,1150.0,5091.0,3613.1853333333333,8250.877733333333,326.4071333333333
61.1,75.3,70.7,58.8,66.92,505.776,2286.6,0.0,504.0,3803.0,2708.132,5529.957,89.25779999999999
59.8,70.6,65.0,53.6,67.85,504.782,2270.4,0.0,499.0,3926.0,2629.6206666666667,5605.488866666667,87.90396666666666
62.1,66.5,64.3,55.5,73.46,1125.92,4917.4,596.0,4677.0,4410.0,5807.446666666667,11762.275766666668,827.1278666666666
62.8,65.8,64.0,60.5,88.33,827.118,3608.6,635.0,509.0,7118.0,3709.1659999999997,9760.8594,251.1203
58.3,59.8,58.9,63.5,100.0,326.112,1570.2,0.0,513.0,2215.0,1767.064,3507.4005,83.4066
64.9,71.8,68.1,64.4,88.19,334.884,1613.8,0.0,526.0,2357.0,1767.288,3657.271,85.13319999999999
58.8,68.5,63.5,56.9,79.42,302.2,1448.0,0.0,481.0,1980.0,1676.1133333333332,3204.0060333333336,78.39053333333332
64.0,64.8,64.4,62.0,92.04,358.924,1670.8,0.0,489.0,1902.0,2302.541333333333,3455.1094333333335,84.55713333333333
57.4,71.0,65.1,51.8,63.4,352.032,1616.4,0.0,464.0,1905.0,2245.084,3407.0662,80.6878
56.0,65.1,60.6,54.3,80.43,371.916,1685.8,0.0,489.0,1880.0,2449.552,3508.8125,85.7498
58.3,70.4,63.6,53.1,70.07,288.984,1373.0,0.0,462.0,1844.0,1630.208,3031.4502,75.4764
56.3,65.0,61.4,53.6,76.01,282.584,1341.4,0.0,451.0,1789.0,1602.7946666666667,2954.2781666666665,73.77486666666667
56.0,56.8,56.4,52.9,88.03,270.258,1274.4,0.0,441.0,1641.0,1567.466,2783.1968,72.17569999999999
56.0,70.9,64.6,54.0,69.51,273.654,1290.2,0.0,439.0,1691.0,1574.798,2833.9956,71.9463
57.0,63.3,59.8,50.8,72.35,274.814,1295.2,0.0,442.0,1688.0,1586.6646666666666,2839.7273666666665,72.45156666666666
56.9,64.4,60.4,52.3,75.59,274.796,1292.8,0.0,445.0,1710.0,1571.8586666666667,2856.2103666666667,72.73366666666666
53.4,56.7,55.0,50.4,84.44,273.758,1287.8,0.0,440.0,1719.0,1559.0126666666667,2854.1037666666666,71.94616666666666
51.6,66.2,61.0,46.2,60.14,274.692,1300.8,0.0,442.0,1697.0,1580.184,2845.1938,72.3964
49.3,61.8,56.4,47.2,71.99,268.472,1272.0,0.0,437.0,1626.0,1560.1906666666666,2761.388966666667,71.57706666666667
53.9,68.6,63.7,47.8,57.31,261.298,1223.6,0.0,432.0,1577.0,1517.5793333333334,2687.4818333333333,70.56823333333332
55.5,63.1,59.7,50.2,72.22,267.124,1255.8,0.0,438.0,1614.0,1552.6013333333333,2746.6657333333333,71.65593333333332
50.6,54.8,52.7,48.4,85.42,254.642,1196.4,0.0,419.0,1485.0,1510.2206666666666,2582.7408666666665,68.76796666666667
57.6,63.0,60.4,55.2,82.99,254.716,1190.0,0.0,404.0,1523.0,1498.2453333333333,2600.733333333333,66.61613333333332
58.5,62.4,60.5,58.5,93.14,250.298,1164.0,0.0,422.0,1436.0,1491.8926666666666,2528.159166666667,69.04456666666667
60.9,70.2,66.0,59.3,79.56,257.564,1205.6,0.0,420.0,1533.0,1511.9546666666668,2631.317466666667,68.90266666666666
62.5,70.4,66.4,62.5,87.29,258.114,1199.8,0.0,399.0,1539.0,1527.1779999999999,2626.8166,66.16329999999999
60.2,61.4,60.8,57.7,89.4,268.246,1260.0,0.0,432.0,1631.0,1558.0553333333332,2760.8564333333334,70.87723333333332
56.8,71.6,65.4,56.1,72.58,267.588,1260.0,0.0,430.0,1599.0,1571.056,2734.5586,70.72
55.8,63.2,59.2,53.8,82.76,270.424,1276.2,0.0,435.0,1619.0,1585.6613333333332,2765.855633333333,71.51233333333333
53.5,72.0,65.8,53.1,65.56,1500.614,6404.0,2056.0,3733.0,12117.0,4889.304666666667,19101.569266666665,1043.1525666666666
60.5,70.5,66.4,56.2,70.5,1247.51,5374.8,950.0,521.0,10183.0,6072.776666666667,14208.288866666668,347.3093666666667
58.2,61.1,59.6,54.2,82.15,1384.154,5963.8,4273.0,1206.0,6648.0,7050.104666666666,14367.233766666666,1256.4527666666665
